BotName;QA;ResponseType;Value;ArchitecturalAlternative;Level;Generator
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IExporter)-ps2-90;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IExporter)-ps2-90;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-143;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-143;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-189;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-189;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-192;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-192;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-231;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-231;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-309;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-309;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-314;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-314;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-33;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-33;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-347;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-347;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-354;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-354;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(ITripDB)-ps2-86;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(ITripDB)-ps2-86;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-145;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-145;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-147;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-147;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-270;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-270;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-275;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-275;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-324;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-324;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-354;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-354;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-369;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-369;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-445;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-445;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-449;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-449;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-wrapper(IExternalPayment)-ps2-453;Second;Modifiability-Performance
m1;Modifiability;Complexity;115.0;stplus-mod-wrapper(IExternalPayment)-ps2-453;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-130;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-130;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-237;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-237;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-257;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-257;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-310;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-310;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-358;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-358;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-361;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-361;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-437;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-437;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-441;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-441;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-489;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-489;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IEmployeePayment)-ps2-496;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IEmployeePayment)-ps2-496;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-117;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-117;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-143;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-143;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-237;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-237;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-286;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-286;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-299;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-299;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-330;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-330;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-375;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-375;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-376;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-376;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-384;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-384;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBooking)-ps2-401;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBooking)-ps2-401;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-107;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-107;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-130;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-130;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-156;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-156;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-238;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-238;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-276;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-276;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-282;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-282;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-440;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-440;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-442;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-442;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-90;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-90;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;4;stplus-mod-wrapper(IBusinessTrip)-ps2-98;Second;Modifiability-Performance
m1;Modifiability;Complexity;123.0;stplus-mod-wrapper(IBusinessTrip)-ps2-98;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-143;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-143;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-191;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-191;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-268;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-268;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-307;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-307;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-314;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-314;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-352;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-352;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-354;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-354;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-355;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-355;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-55;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-55;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-7;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(IExporter)-ps2-7;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-137;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-137;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-142;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-142;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-171;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-171;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-189;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-189;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-209;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-209;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-238;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-238;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-275;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-275;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-281;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-281;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-285;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-285;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;5;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-414;Second;Modifiability-Performance
m1;Modifiability;Complexity;119.0;stplus-mod-split(PaymentSystem)-wrapper(ITripDB)-ps2-414;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-192;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-192;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-203;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-203;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-275;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-275;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-279;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-279;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-360;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-360;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-364;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-364;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-403;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-403;Second;Modifiability-Performance
m1;Modifiability;AffectedComponents;3;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-439;Second;Modifiability-Performance
m1;Modifiability;Complexity;110.5;stplus-mod-split(PaymentSystem)-wrapper(IExternalPayment)-ps2-439;Second;Modifiability-Performance
